0.836,0.857,0.851,0.832,0.81,0.765,5642,5646,5691,5655,5762,5722
0.834,0.902,0.91,0.813,0.819,0.826,8020,7900,7996,8100,8091,8157
0.849,0.858,0.884,0.824,0.811,0.765,7952,7745,7801,7868,7854,7913
0.798,0.804,0.679,0.804,0.795,0.745,5499,5594,5799,5603,5683,5989
0.784,0.803,0.83,0.733,0.775,0.752,5591,5577,5606,5605,5608,5703
0.373,0.377,0.373,0.379,0.37,0.358,5580,5560,5587,5584,5636,5596
