0.549,0.46,0.481,0.53,0.491,0.444,2513,2175,2210,2698,2522,2254
0.465,0.5,0.495,0.466,0.467,0.458,10107,10790,10255,10651,10141,10168
1.217,0.583,0.565,0.659,0.561,0.564,100000,39159,36319,44339,38141,38159
0.106,0.107,0.107,0.106,0.109,0.109,405,382,386,393,415,430
