10724.37,12921.88,9960.91,2940.54,5824.81,6229.87,318.75,296.06,1228.29,1.09,1.34,1.18,1.02,1.46,0.97,0.09,0.09,0.10
18089.94,9667.54,7865.69,12127.25,9190.03,7697.04,248.68,267.11,1231.78,1.84,1.02,1.04,1.86,1.03,1.02,0.22,0.09,0.10
