300,0.427,0.427,0.427,0.429,0.423,0.448,0.432,0.447,0.44,0.416,0.428,0.436,0.458,0.448,0.438,0.454,0.448,0.438,0.429,0.403,0.417,0.361,0.344,0.368,0.21,0.199,0.204,0.187,0.185,0.187,0.194,0.204,0.189,0.19,0.198,0.201,2513,2580,2615,3889,3912,3979,8844,9264,8612,13031,13706,14470,17214,18242,19488,20496,20254,19974,22295,21978,22449,23037,24991,26537,16216,14917,14825,13596,13312,14078,14848,16228,14291,15183,15836,15989
315,0.427,0.427,0.426,0.429,0.422,0.448,0.433,0.448,0.44,0.417,0.426,0.434,0.461,0.448,0.439,0.462,0.454,0.441,0.432,0.408,0.421,0.375,0.358,0.383,0.219,0.206,0.212,0.191,0.188,0.19,0.197,0.207,0.192,0.194,0.201,0.205,2526,2587,2630,3912,3945,4009,8904,9363,8693,13102,13834,14720,17455,18458,19665,21328,21016,20740,22737,22939,23173,25898,27938,29390,17680,16103,16159,14490,14100,14983,15798,17123,15226,16172,16818,17001
330,0.426,0.427,0.426,0.429,0.422,0.449,0.433,0.449,0.439,0.417,0.424,0.434,0.456,0.448,0.441,0.468,0.455,0.448,0.436,0.415,0.427,0.383,0.366,0.385,0.229,0.214,0.221,0.194,0.189,0.193,0.2,0.208,0.195,0.197,0.204,0.208,2533,2592,2639,3936,3964,4046,8954,9446,8765,13175,13929,14727,17562,18600,19769,21863,21669,21328,23383,23653,24095,28254,31029,31931,19076,17480,17554,15429,15919,15910,16715,17980,16149,17155,17778,17913
345,0.425,0.428,0.426,0.429,0.422,0.449,0.433,0.449,0.438,0.418,0.423,0.433,0.463,0.447,0.443,0.465,0.454,0.451,0.44,0.415,0.434,0.385,0.366,0.387,0.238,0.225,0.231,0.196,0.191,0.197,0.203,0.21,0.197,0.2,0.206,0.21,2537,2606,2651,3969,3993,4080,9006,9550,8835,13236,14006,14797,17710,18753,19892,22222,22044,21776,24040,24053,24623,30083,32945,33628,20791,18977,19062,16367,16679,16874,17702,18819,17019,18066,18718,18923
360,0.424,0.428,0.426,0.429,0.422,0.451,0.434,0.45,0.436,0.418,0.421,0.434,0.463,0.447,0.443,0.458,0.454,0.454,0.44,0.414,0.433,0.383,0.369,0.389,0.253,0.236,0.244,0.2,0.193,0.202,0.205,0.212,0.2,0.203,0.208,0.213,2547,2618,2659,3983,4014,4100,9076,9661,8892,13323,14101,14897,17879,18847,20023,22413,22340,22102,24458,24293,24828,31362,34336,34983,22448,20620,20652,17381,16396,18096,18554,19680,17835,18983,19545,19789
375,0.424,0.428,0.427,0.43,0.421,0.452,0.434,0.45,0.435,0.418,0.421,0.433,0.461,0.446,0.443,0.456,0.454,0.453,0.44,0.413,0.431,0.381,0.375,0.39,0.264,0.248,0.256,0.205,0.195,0.208,0.208,0.214,0.202,0.205,0.211,0.216,2555,2630,2674,4017,4031,4139,9147,9758,8974,13407,14206,15026,18107,19024,20162,22594,22586,22245,24734,24434,24972,32230,34862,35748,24209,22286,22319,18510,18124,19137,19519,20585,18732,19838,20438,20534
390,0.424,0.43,0.427,0.43,0.422,0.454,0.436,0.451,0.434,0.418,0.42,0.43,0.46,0.447,0.444,0.459,0.455,0.451,0.441,0.412,0.432,0.387,0.377,0.402,0.279,0.262,0.27,0.211,0.202,0.214,0.212,0.216,0.205,0.208,0.213,0.218,2562,2643,2686,4047,4056,4182,9222,9870,9024,13499,14301,15133,18321,19159,20313,22797,22812,22496,24943,24589,25096,32870,35178,36191,26440,24239,24199,19513,19182,20326,20421,21156,19506,20616,21198,21305
405,0.423,0.431,0.428,0.432,0.422,0.455,0.437,0.452,0.433,0.418,0.419,0.43,0.459,0.447,0.444,0.46,0.456,0.452,0.443,0.411,0.432,0.392,0.377,0.392,0.3,0.28,0.289,0.219,0.213,0.222,0.215,0.218,0.208,0.211,0.215,0.221,2573,2651,2704,4070,4092,4210,9304,9962,9116,13591,14427,15259,18472,19339,20482,22996,23039,22798,25196,24727,25303,33263,35356,36208,28711,26355,26332,20765,20428,21664,21330,21898,20360,21350,22041,22158
420,0.423,0.432,0.429,0.433,0.422,0.456,0.439,0.452,0.433,0.419,0.42,0.429,0.458,0.447,0.444,0.461,0.455,0.454,0.444,0.41,0.433,0.391,0.377,0.387,0.32,0.299,0.31,0.226,0.225,0.23,0.219,0.221,0.211,0.213,0.217,0.224,2581,2671,2714,4098,4115,4244,9379,10083,9187,13673,14529,15395,18680,19452,20670,23263,23260,23046,25408,24987,25477,33577,35480,36147,31235,28560,28624,22043,22104,23016,22336,22902,21263,22149,22821,23062
435,0.423,0.434,0.431,0.435,0.423,0.458,0.441,0.453,0.434,0.419,0.421,0.43,0.458,0.447,0.444,0.462,0.456,0.455,0.446,0.41,0.434,0.391,0.378,0.39,0.335,0.32,0.332,0.236,0.231,0.242,0.224,0.223,0.215,0.216,0.22,0.226,2596,2683,2729,4123,4145,4274,9464,10194,9282,13752,14653,15526,18874,19617,20800,23520,23535,23281,25666,25163,25628,33750,35674,36244,33498,31138,31036,23390,23063,24226,23411,23383,22069,22939,23613,23762
